GID	Pathway	Pathway_Name	Pathway_Class
MD15G1113000	ko00500	Starch and sucrose metabolism	Metabolism
MD15G1113300	ko05170	Human immunodeficiency virus 1 infection	Human Diseases
MD15G1113400	ko00970	Aminoacyl-tRNA biosynthesis	Genetic Information Processing
MD15G1113900	ko04120	Ubiquitin mediated proteolysis	Genetic Information Processing
MD15G1113900	ko04115	p53 signaling pathway	Cellular Processes
MD15G1113900	ko05162	Measles	Human Diseases
MD15G1114700	ko04130	SNARE interactions in vesicular transport	Genetic Information Processing
MD15G1114800	ko04130	SNARE interactions in vesicular transport	Genetic Information Processing
MD15G1115800	ko03015	mRNA surveillance pathway	Genetic Information Processing
MD15G1115800	ko04071	Sphingolipid signaling pathway	Environmental Information Processing
MD15G1115800	ko04151	PI3K-Akt signaling pathway	Environmental Information Processing
MD15G1115800	ko04152	AMPK signaling pathway	Environmental Information Processing
MD15G1115800	ko04113	Meiosis - yeast	Cellular Processes
MD15G1115800	ko04114	Oocyte meiosis	Cellular Processes
MD15G1115800	ko04261	Adrenergic signaling in cardiomyocytes	Organismal Systems
MD15G1115800	ko04728	Dopaminergic synapse	Organismal Systems
MD15G1115800	ko05165	Human papillomavirus infection	Human Diseases
MD15G1115900	ko04152	AMPK signaling pathway	Environmental Information Processing
MD15G1115900	ko04110	Cell cycle	Cellular Processes
MD15G1115900	ko04218	Cellular senescence	Cellular Processes
MD15G1115900	ko04914	Progesterone-mediated oocyte maturation	Organismal Systems
MD15G1115900	ko05203	Viral carcinogenesis	Human Diseases
MD15G1115900	ko05166	Human T-cell leukemia virus 1 infection	Human Diseases
MD15G1115900	ko05161	Hepatitis B	Human Diseases
MD15G1115900	ko05169	Epstein-Barr virus infection	Human Diseases
MD15G1115900	ko05165	Human papillomavirus infection	Human Diseases
MD15G1116300	ko00904	Diterpenoid biosynthesis	Metabolism
MD15G1117200	ko00380	Tryptophan metabolism	Metabolism
MD15G1118200	ko00190	Oxidative phosphorylation	Metabolism
MD15G1118200	ko04145	Phagosome	Cellular Processes
MD15G1118200	ko04142	Lysosome	Cellular Processes
MD15G1118200	ko04721	Synaptic vesicle cycle	Organismal Systems
MD15G1118200	ko05323	Rheumatoid arthritis	Human Diseases
MD15G1118200	ko05110	Vibrio cholerae infection	Human Diseases
MD15G1118200	ko05120	Epithelial cell signaling in Helicobacter pylori infection	Human Diseases
MD15G1118200	ko05152	Tuberculosis	Human Diseases
MD15G1118200	ko05165	Human papillomavirus infection	Human Diseases
MD15G1118900	ko00062	Fatty acid elongation	Metabolism
MD15G1119100	ko00730	Thiamine metabolism	Metabolism
MD15G1119100	ko00900	Terpenoid backbone biosynthesis	Metabolism
MD15G1119900	ko00190	Oxidative phosphorylation	Metabolism
MD15G1119900	ko04260	Cardiac muscle contraction	Organismal Systems
MD15G1119900	ko04714	Thermogenesis	Organismal Systems
MD15G1119900	ko05010	Alzheimer disease	Human Diseases
MD15G1119900	ko05012	Parkinson disease	Human Diseases
MD15G1119900	ko05016	Huntington disease	Human Diseases
MD15G1119900	ko04932	Non-alcoholic fatty liver disease (NAFLD)	Human Diseases
MD15G1120100	ko03013	RNA transport	Genetic Information Processing
MD15G1120100	ko03008	Ribosome biogenesis in eukaryotes	Genetic Information Processing
MD15G1120100	ko05166	Human T-cell leukemia virus 1 infection	Human Diseases
MD15G1120300	ko03013	RNA transport	Genetic Information Processing
MD15G1120300	ko03008	Ribosome biogenesis in eukaryotes	Genetic Information Processing
MD15G1120300	ko05166	Human T-cell leukemia virus 1 infection	Human Diseases
MD15G1120800	ko00190	Oxidative phosphorylation	Metabolism
MD15G1120800	ko04260	Cardiac muscle contraction	Organismal Systems
MD15G1120800	ko04714	Thermogenesis	Organismal Systems
MD15G1120800	ko05010	Alzheimer disease	Human Diseases
MD15G1120800	ko05012	Parkinson disease	Human Diseases
MD15G1120800	ko05016	Huntington disease	Human Diseases
MD15G1120800	ko04932	Non-alcoholic fatty liver disease (NAFLD)	Human Diseases
MD15G1121100	ko00564	Glycerophospholipid metabolism	Metabolism
MD15G1124200	ko00040	Pentose and glucuronate interconversions	Metabolism
MD15G1124400	ko03040	Spliceosome	Genetic Information Processing
MD15G1124400	ko03013	RNA transport	Genetic Information Processing
MD15G1124400	ko03015	mRNA surveillance pathway	Genetic Information Processing
MD15G1124400	ko05164	Influenza A	Human Diseases
MD15G1125000	ko00564	Glycerophospholipid metabolism	Metabolism
MD15G1125000	ko00565	Ether lipid metabolism	Metabolism
MD15G1125000	ko04014	Ras signaling pathway	Environmental Information Processing
MD15G1125000	ko04072	Phospholipase D signaling pathway	Environmental Information Processing
MD15G1125000	ko04071	Sphingolipid signaling pathway	Environmental Information Processing
MD15G1125000	ko04024	cAMP signaling pathway	Environmental Information Processing
MD15G1125000	ko04144	Endocytosis	Cellular Processes
MD15G1125000	ko04666	Fc gamma R-mediated phagocytosis	Organismal Systems
MD15G1125000	ko04912	GnRH signaling pathway	Organismal Systems
MD15G1125000	ko04928	Parathyroid hormone synthesis, secretion and action	Organismal Systems
MD15G1125000	ko04724	Glutamatergic synapse	Organismal Systems
MD15G1125000	ko05231	Choline metabolism in cancer	Human Diseases
MD15G1125400	ko00053	Ascorbate and aldarate metabolism	Metabolism
MD15G1125400	ko00480	Glutathione metabolism	Metabolism
MD15G1125900	ko00040	Pentose and glucuronate interconversions	Metabolism
MD15G1125900	ko02024	Quorum sensing	Cellular Processes
MD15G1126100	ko00190	Oxidative phosphorylation	Metabolism
MD15G1126100	ko00195	Photosynthesis	Metabolism
MD15G1126400	ko00230	Purine metabolism	Metabolism
MD15G1126900	ko04130	SNARE interactions in vesicular transport	Genetic Information Processing
MD15G1127900	ko00500	Starch and sucrose metabolism	Metabolism
MD15G1128500	ko00970	Aminoacyl-tRNA biosynthesis	Genetic Information Processing
MD15G1128700	ko00531	Glycosaminoglycan degradation	Metabolism
MD15G1128700	ko05205	Proteoglycans in cancer	Human Diseases
MD15G1129100	ko04934	Cushing syndrome	Human Diseases
MD15G1129800	ko03010	Ribosome	Genetic Information Processing
MD15G1129900	ko04910	Insulin signaling pathway	Organismal Systems
MD15G1130000	ko04910	Insulin signaling pathway	Organismal Systems
MD15G1130100	ko04910	Insulin signaling pathway	Organismal Systems
MD15G1130800	ko04550	Signaling pathways regulating pluripotency of stem cells	Cellular Processes
MD15G1130800	ko05202	Transcriptional misregulation in cancer	Human Diseases
MD15G1131700	ko00941	Flavonoid biosynthesis	Metabolism
MD15G1131700	ko04712	Circadian rhythm - plant	Organismal Systems
MD15G1132000	ko00941	Flavonoid biosynthesis	Metabolism
MD15G1132000	ko04712	Circadian rhythm - plant	Organismal Systems
MD15G1132100	ko00941	Flavonoid biosynthesis	Metabolism
MD15G1132100	ko04712	Circadian rhythm - plant	Organismal Systems
MD15G1132200	ko00941	Flavonoid biosynthesis	Metabolism
MD15G1132200	ko04712	Circadian rhythm - plant	Organismal Systems
MD15G1132200	ko00062	Fatty acid elongation	Metabolism
MD15G1132300	ko00941	Flavonoid biosynthesis	Metabolism
MD15G1132300	ko04712	Circadian rhythm - plant	Organismal Systems
MD15G1132500	ko04340	Hedgehog signaling pathway	Environmental Information Processing
MD15G1132500	ko04341	Hedgehog signaling pathway - fly	Environmental Information Processing
MD15G1132600	ko04340	Hedgehog signaling pathway	Environmental Information Processing
MD15G1132600	ko04341	Hedgehog signaling pathway - fly	Environmental Information Processing
MD15G1132700	ko04340	Hedgehog signaling pathway	Environmental Information Processing
MD15G1132700	ko04341	Hedgehog signaling pathway - fly	Environmental Information Processing
MD15G1132800	ko04340	Hedgehog signaling pathway	Environmental Information Processing
MD15G1132800	ko04341	Hedgehog signaling pathway - fly	Environmental Information Processing
MD15G1133000	ko04626	Plant-pathogen interaction	Organismal Systems
MD15G1133100	ko00040	Pentose and glucuronate interconversions	Metabolism
MD15G1133100	ko00052	Galactose metabolism	Metabolism
MD15G1133100	ko00053	Ascorbate and aldarate metabolism	Metabolism
MD15G1133100	ko00520	Amino sugar and nucleotide sugar metabolism	Metabolism
MD15G1133700	ko00310	Lysine degradation	Metabolism
MD15G1133800	ko00380	Tryptophan metabolism	Metabolism
MD15G1133900	ko00640	Propanoate metabolism	Metabolism
MD15G1133900	ko00280	Valine, leucine and isoleucine degradation	Metabolism
MD15G1134000	ko00190	Oxidative phosphorylation	Metabolism
MD15G1134000	ko00195	Photosynthesis	Metabolism
MD15G1134100	ko03060	Protein export	Genetic Information Processing
MD15G1134600	ko04612	Antigen processing and presentation	Organismal Systems
MD15G1134600	ko05152	Tuberculosis	Human Diseases
MD15G1134600	ko05166	Human T-cell leukemia virus 1 infection	Human Diseases
MD15G1134700	ko03440	Homologous recombination	Genetic Information Processing
MD15G1134700	ko03460	Fanconi anemia pathway	Genetic Information Processing
MD15G1135000	ko00900	Terpenoid backbone biosynthesis	Metabolism
MD15G1135100	ko04144	Endocytosis	Cellular Processes
MD15G1135100	ko04217	Necroptosis	Cellular Processes
MD15G1135800	ko00510	N-Glycan biosynthesis	Metabolism
MD15G1135800	ko04141	Protein processing in endoplasmic reticulum	Genetic Information Processing
MD15G1136200	ko00230	Purine metabolism	Metabolism
MD15G1136200	ko00240	Pyrimidine metabolism	Metabolism
MD15G1136200	ko03030	DNA replication	Genetic Information Processing
MD15G1136200	ko03410	Base excision repair	Genetic Information Processing
MD15G1136200	ko03420	Nucleotide excision repair	Genetic Information Processing
MD15G1136200	ko03430	Mismatch repair	Genetic Information Processing
MD15G1136200	ko03440	Homologous recombination	Genetic Information Processing
MD15G1136900	ko00010	Glycolysis / Gluconeogenesis	Metabolism
MD15G1136900	ko00053	Ascorbate and aldarate metabolism	Metabolism
MD15G1136900	ko00620	Pyruvate metabolism	Metabolism
MD15G1136900	ko00071	Fatty acid degradation	Metabolism
MD15G1136900	ko00561	Glycerolipid metabolism	Metabolism
MD15G1136900	ko00280	Valine, leucine and isoleucine degradation	Metabolism
MD15G1136900	ko00310	Lysine degradation	Metabolism
MD15G1136900	ko00330	Arginine and proline metabolism	Metabolism
MD15G1136900	ko00340	Histidine metabolism	Metabolism
MD15G1136900	ko00380	Tryptophan metabolism	Metabolism
MD15G1136900	ko00410	beta-Alanine metabolism	Metabolism
MD15G1136900	ko00981	Insect hormone biosynthesis	Metabolism
MD15G1136900	ko00903	Limonene and pinene degradation	Metabolism
MD15G1136900	ko00625	Chloroalkane and chloroalkene degradation	Metabolism
MD15G1137200	ko00010	Glycolysis / Gluconeogenesis	Metabolism
MD15G1137200	ko00053	Ascorbate and aldarate metabolism	Metabolism
MD15G1137200	ko00620	Pyruvate metabolism	Metabolism
MD15G1137200	ko00071	Fatty acid degradation	Metabolism
MD15G1137200	ko00561	Glycerolipid metabolism	Metabolism
MD15G1137200	ko00280	Valine, leucine and isoleucine degradation	Metabolism
MD15G1137200	ko00310	Lysine degradation	Metabolism
MD15G1137200	ko00330	Arginine and proline metabolism	Metabolism
MD15G1137200	ko00340	Histidine metabolism	Metabolism
MD15G1137200	ko00380	Tryptophan metabolism	Metabolism
MD15G1137200	ko00410	beta-Alanine metabolism	Metabolism
MD15G1137200	ko00981	Insect hormone biosynthesis	Metabolism
MD15G1137200	ko00903	Limonene and pinene degradation	Metabolism
MD15G1137200	ko00625	Chloroalkane and chloroalkene degradation	Metabolism
MD15G1139200	ko05203	Viral carcinogenesis	Human Diseases
MD15G1139200	ko05322	Systemic lupus erythematosus	Human Diseases
MD15G1139200	ko05034	Alcoholism	Human Diseases
MD15G1139400	ko00561	Glycerolipid metabolism	Metabolism
MD15G1139400	ko00564	Glycerophospholipid metabolism	Metabolism
MD15G1139400	ko04070	Phosphatidylinositol signaling system	Environmental Information Processing
MD15G1139400	ko04072	Phospholipase D signaling pathway	Environmental Information Processing
MD15G1139400	ko05231	Choline metabolism in cancer	Human Diseases
MD15G1141300	ko03410	Base excision repair	Genetic Information Processing
MD15G1141700	ko00720	Carbon fixation pathways in prokaryotes	Metabolism
MD15G1141700	ko00670	One carbon pool by folate	Metabolism
MD15G1141700	ko01523	Antifolate resistance	Human Diseases
MD15G1141800	ko00310	Lysine degradation	Metabolism
MD15G1142300	ko00500	Starch and sucrose metabolism	Metabolism
MD15G1142300	ko00520	Amino sugar and nucleotide sugar metabolism	Metabolism
MD15G1142300	ko02026	Biofilm formation - Escherichia coli	Cellular Processes
MD15G1142400	ko00740	Riboflavin metabolism	Metabolism
MD15G1142500	ko00300	Lysine biosynthesis	Metabolism
MD15G1142500	ko00261	Monobactam biosynthesis	Metabolism
MD15G1142900	ko00240	Pyrimidine metabolism	Metabolism
MD15G1142900	ko00760	Nicotinate and nicotinamide metabolism	Metabolism
MD15G1143000	ko00562	Inositol phosphate metabolism	Metabolism
MD15G1143000	ko04070	Phosphatidylinositol signaling system	Environmental Information Processing
MD15G1143600	ko00562	Inositol phosphate metabolism	Metabolism
MD15G1143600	ko04070	Phosphatidylinositol signaling system	Environmental Information Processing
MD15G1143800	ko00040	Pentose and glucuronate interconversions	Metabolism
MD15G1143900	ko00040	Pentose and glucuronate interconversions	Metabolism
MD15G1144100	ko00010	Glycolysis / Gluconeogenesis	Metabolism
MD15G1144100	ko00051	Fructose and mannose metabolism	Metabolism
MD15G1144100	ko00562	Inositol phosphate metabolism	Metabolism
MD15G1144100	ko00710	Carbon fixation in photosynthetic organisms	Metabolism
MD15G1144400	ko00561	Glycerolipid metabolism	Metabolism
MD15G1144400	ko00564	Glycerophospholipid metabolism	Metabolism
MD15G1144500	ko04626	Plant-pathogen interaction	Organismal Systems
MD15G1145200	ko00904	Diterpenoid biosynthesis	Metabolism
MD15G1145400	ko00270	Cysteine and methionine metabolism	Metabolism
MD15G1145900	ko00650	Butanoate metabolism	Metabolism
MD15G1145900	ko00660	C5-Branched dibasic acid metabolism	Metabolism
MD15G1145900	ko00290	Valine, leucine and isoleucine biosynthesis	Metabolism
MD15G1145900	ko00770	Pantothenate and CoA biosynthesis	Metabolism
MD15G1146300	ko03010	Ribosome	Genetic Information Processing
MD15G1146400	ko04139	Mitophagy - yeast	Cellular Processes
MD15G1146900	ko03040	Spliceosome	Genetic Information Processing
MD15G1146900	ko03018	RNA degradation	Genetic Information Processing
MD15G1147300	ko04016	MAPK signaling pathway - plant	Environmental Information Processing
MD15G1147300	ko04075	Plant hormone signal transduction	Environmental Information Processing
MD15G1147900	ko03010	Ribosome	Genetic Information Processing
MD15G1148000	ko03010	Ribosome	Genetic Information Processing
MD15G1148500	ko03022	Basal transcription factors	Genetic Information Processing
MD15G1148500	ko03420	Nucleotide excision repair	Genetic Information Processing
MD15G1149100	ko04010	MAPK signaling pathway	Environmental Information Processing
MD15G1149100	ko04310	Wnt signaling pathway	Environmental Information Processing
MD15G1149100	ko04370	VEGF signaling pathway	Environmental Information Processing
MD15G1149100	ko04020	Calcium signaling pathway	Environmental Information Processing
MD15G1149100	ko04022	cGMP-PKG signaling pathway	Environmental Information Processing
MD15G1149100	ko04114	Oocyte meiosis	Cellular Processes
MD15G1149100	ko04218	Cellular senescence	Cellular Processes
MD15G1149100	ko04625	C-type lectin receptor signaling pathway	Organismal Systems
MD15G1149100	ko04650	Natural killer cell mediated cytotoxicity	Organismal Systems
MD15G1149100	ko04660	T cell receptor signaling pathway	Organismal Systems
MD15G1149100	ko04658	Th1 and Th2 cell differentiation	Organismal Systems
MD15G1149100	ko04659	Th17 cell differentiation	Organismal Systems
MD15G1149100	ko04662	B cell receptor signaling pathway	Organismal Systems
MD15G1149100	ko04922	Glucagon signaling pathway	Organismal Systems
MD15G1149100	ko04921	Oxytocin signaling pathway	Organismal Systems
MD15G1149100	ko04924	Renin secretion	Organismal Systems
MD15G1149100	ko04724	Glutamatergic synapse	Organismal Systems
MD15G1149100	ko04720	Long-term potentiation	Organismal Systems
MD15G1149100	ko04360	Axon guidance	Organismal Systems
MD15G1149100	ko04380	Osteoclast differentiation	Organismal Systems
MD15G1149100	ko05010	Alzheimer disease	Human Diseases
MD15G1149100	ko05014	Amyotrophic lateral sclerosis (ALS)	Human Diseases
MD15G1149100	ko05031	Amphetamine addiction	Human Diseases
MD15G1149100	ko05152	Tuberculosis	Human Diseases
MD15G1149100	ko05166	Human T-cell leukemia virus 1 infection	Human Diseases
MD15G1149100	ko05170	Human immunodeficiency virus 1 infection	Human Diseases
MD15G1149100	ko05163	Human cytomegalovirus infection	Human Diseases
MD15G1149100	ko05167	Kaposi sarcoma-associated herpesvirus infection	Human Diseases
MD15G1149200	ko04010	MAPK signaling pathway	Environmental Information Processing
MD15G1149200	ko04310	Wnt signaling pathway	Environmental Information Processing
MD15G1149200	ko04370	VEGF signaling pathway	Environmental Information Processing
MD15G1149200	ko04020	Calcium signaling pathway	Environmental Information Processing
MD15G1149200	ko04022	cGMP-PKG signaling pathway	Environmental Information Processing
MD15G1149200	ko04114	Oocyte meiosis	Cellular Processes
MD15G1149200	ko04218	Cellular senescence	Cellular Processes
MD15G1149200	ko04625	C-type lectin receptor signaling pathway	Organismal Systems
MD15G1149200	ko04650	Natural killer cell mediated cytotoxicity	Organismal Systems
MD15G1149200	ko04660	T cell receptor signaling pathway	Organismal Systems
MD15G1149200	ko04658	Th1 and Th2 cell differentiation	Organismal Systems
MD15G1149200	ko04659	Th17 cell differentiation	Organismal Systems
MD15G1149200	ko04662	B cell receptor signaling pathway	Organismal Systems
MD15G1149200	ko04922	Glucagon signaling pathway	Organismal Systems
MD15G1149200	ko04921	Oxytocin signaling pathway	Organismal Systems
MD15G1149200	ko04924	Renin secretion	Organismal Systems
MD15G1149200	ko04724	Glutamatergic synapse	Organismal Systems
MD15G1149200	ko04720	Long-term potentiation	Organismal Systems
MD15G1149200	ko04360	Axon guidance	Organismal Systems
MD15G1149200	ko04380	Osteoclast differentiation	Organismal Systems
MD15G1149200	ko05010	Alzheimer disease	Human Diseases
MD15G1149200	ko05014	Amyotrophic lateral sclerosis (ALS)	Human Diseases
MD15G1149200	ko05031	Amphetamine addiction	Human Diseases
MD15G1149200	ko05152	Tuberculosis	Human Diseases
MD15G1149200	ko05166	Human T-cell leukemia virus 1 infection	Human Diseases
MD15G1149200	ko05170	Human immunodeficiency virus 1 infection	Human Diseases
MD15G1149200	ko05163	Human cytomegalovirus infection	Human Diseases
MD15G1149200	ko05167	Kaposi sarcoma-associated herpesvirus infection	Human Diseases
MD15G1149500	ko04120	Ubiquitin mediated proteolysis	Genetic Information Processing
MD15G1149500	ko04066	HIF-1 signaling pathway	Environmental Information Processing
MD15G1149500	ko05200	Pathways in cancer	Human Diseases
MD15G1149500	ko05211	Renal cell carcinoma	Human Diseases
MD15G1149500	ko05170	Human immunodeficiency virus 1 infection	Human Diseases
MD15G1149800	ko03010	Ribosome	Genetic Information Processing
MD15G1150500	ko03040	Spliceosome	Genetic Information Processing
MD15G1150500	ko04141	Protein processing in endoplasmic reticulum	Genetic Information Processing
MD15G1150500	ko04010	MAPK signaling pathway	Environmental Information Processing
MD15G1150500	ko04144	Endocytosis	Cellular Processes
MD15G1150500	ko04612	Antigen processing and presentation	Organismal Systems
MD15G1150500	ko04915	Estrogen signaling pathway	Organismal Systems
MD15G1150500	ko04213	Longevity regulating pathway - multiple species	Organismal Systems
MD15G1150500	ko05134	Legionellosis	Human Diseases
MD15G1150500	ko05162	Measles	Human Diseases
MD15G1150500	ko05164	Influenza A	Human Diseases
MD15G1150500	ko05145	Toxoplasmosis	Human Diseases
MD15G1150600	ko03013	RNA transport	Genetic Information Processing
MD15G1150600	ko05416	Viral myocarditis	Human Diseases
MD15G1151700	ko03060	Protein export	Genetic Information Processing
MD15G1152100	ko03010	Ribosome	Genetic Information Processing
MD15G1152700	ko02020	Two-component system	Environmental Information Processing
MD15G1154500	ko04714	Thermogenesis	Organismal Systems
MD15G1154800	ko00010	Glycolysis / Gluconeogenesis	Metabolism
MD15G1154800	ko00030	Pentose phosphate pathway	Metabolism
MD15G1154900	ko03010	Ribosome	Genetic Information Processing
MD15G1155000	ko03010	Ribosome	Genetic Information Processing
MD15G1155400	ko04130	SNARE interactions in vesicular transport	Genetic Information Processing
MD15G1155400	ko04138	Autophagy - yeast	Cellular Processes
MD15G1155800	ko04075	Plant hormone signal transduction	Environmental Information Processing
MD15G1156100	ko00520	Amino sugar and nucleotide sugar metabolism	Metabolism
MD15G1156200	ko00520	Amino sugar and nucleotide sugar metabolism	Metabolism
MD15G1156300	ko00520	Amino sugar and nucleotide sugar metabolism	Metabolism
MD15G1156400	ko00520	Amino sugar and nucleotide sugar metabolism	Metabolism
MD15G1156500	ko00520	Amino sugar and nucleotide sugar metabolism	Metabolism
MD15G1156600	ko00520	Amino sugar and nucleotide sugar metabolism	Metabolism
MD15G1156800	ko00520	Amino sugar and nucleotide sugar metabolism	Metabolism
MD15G1156900	ko00520	Amino sugar and nucleotide sugar metabolism	Metabolism
MD15G1157000	ko00520	Amino sugar and nucleotide sugar metabolism	Metabolism
MD15G1157100	ko00520	Amino sugar and nucleotide sugar metabolism	Metabolism
MD15G1157300	ko03010	Ribosome	Genetic Information Processing
MD15G1157500	ko03030	DNA replication	Genetic Information Processing
MD15G1157500	ko04110	Cell cycle	Cellular Processes
MD15G1157500	ko04111	Cell cycle - yeast	Cellular Processes
MD15G1157500	ko04113	Meiosis - yeast	Cellular Processes
MD15G1157600	ko05206	MicroRNAs in cancer	Human Diseases
MD15G1158000	ko03010	Ribosome	Genetic Information Processing
MD15G1159400	ko04612	Antigen processing and presentation	Organismal Systems
MD15G1159400	ko05152	Tuberculosis	Human Diseases
MD15G1160400	ko03040	Spliceosome	Genetic Information Processing
MD15G1160700	ko03010	Ribosome	Genetic Information Processing
MD15G1162200	ko04141	Protein processing in endoplasmic reticulum	Genetic Information Processing
MD15G1162800	ko00531	Glycosaminoglycan degradation	Metabolism
MD15G1162800	ko05205	Proteoglycans in cancer	Human Diseases
MD15G1163100	ko04144	Endocytosis	Cellular Processes
MD15G1163100	ko04810	Regulation of actin cytoskeleton	Cellular Processes
MD15G1163100	ko04666	Fc gamma R-mediated phagocytosis	Organismal Systems
MD15G1163100	ko05130	Pathogenic Escherichia coli infection	Human Diseases
MD15G1163100	ko05132	Salmonella infection	Human Diseases
MD15G1163100	ko05131	Shigellosis	Human Diseases
MD15G1163100	ko05100	Bacterial invasion of epithelial cells	Human Diseases
MD15G1163200	ko00561	Glycerolipid metabolism	Metabolism
MD15G1163900	ko00190	Oxidative phosphorylation	Metabolism
MD15G1164900	ko00500	Starch and sucrose metabolism	Metabolism
MD15G1165000	ko04152	AMPK signaling pathway	Environmental Information Processing
MD15G1165000	ko04920	Adipocytokine signaling pathway	Organismal Systems
MD15G1165000	ko04211	Longevity regulating pathway	Organismal Systems
MD15G1165000	ko04932	Non-alcoholic fatty liver disease (NAFLD)	Human Diseases
MD15G1165100	ko04152	AMPK signaling pathway	Environmental Information Processing
MD15G1165100	ko04920	Adipocytokine signaling pathway	Organismal Systems
MD15G1165100	ko04211	Longevity regulating pathway	Organismal Systems
MD15G1165100	ko04932	Non-alcoholic fatty liver disease (NAFLD)	Human Diseases
MD15G1166400	ko03018	RNA degradation	Genetic Information Processing
MD15G1166600	ko04550	Signaling pathways regulating pluripotency of stem cells	Cellular Processes
MD15G1166900	ko04068	FoxO signaling pathway	Environmental Information Processing
MD15G1166900	ko05203	Viral carcinogenesis	Human Diseases
MD15G1166900	ko05168	Herpes simplex infection	Human Diseases
MD15G1166900	ko05169	Epstein-Barr virus infection	Human Diseases
MD15G1167400	ko04550	Signaling pathways regulating pluripotency of stem cells	Cellular Processes
MD15G1168300	ko04626	Plant-pathogen interaction	Organismal Systems
MD15G1169100	ko04075	Plant hormone signal transduction	Environmental Information Processing
MD15G1169200	ko00510	N-Glycan biosynthesis	Metabolism
MD15G1169400	ko04014	Ras signaling pathway	Environmental Information Processing
MD15G1171600	ko04371	Apelin signaling pathway	Environmental Information Processing
MD15G1171600	ko04068	FoxO signaling pathway	Environmental Information Processing
MD15G1171600	ko04151	PI3K-Akt signaling pathway	Environmental Information Processing
MD15G1171600	ko04152	AMPK signaling pathway	Environmental Information Processing
MD15G1171600	ko04150	mTOR signaling pathway	Environmental Information Processing
MD15G1171600	ko04140	Autophagy - animal	Cellular Processes
MD15G1171600	ko04530	Tight junction	Cellular Processes
MD15G1171600	ko04910	Insulin signaling pathway	Organismal Systems
MD15G1171600	ko04922	Glucagon signaling pathway	Organismal Systems
MD15G1171600	ko04920	Adipocytokine signaling pathway	Organismal Systems
MD15G1171600	ko04921	Oxytocin signaling pathway	Organismal Systems
MD15G1171600	ko04211	Longevity regulating pathway	Organismal Systems
MD15G1171600	ko04213	Longevity regulating pathway - multiple species	Organismal Systems
MD15G1171600	ko04710	Circadian rhythm	Organismal Systems
MD15G1171600	ko04714	Thermogenesis	Organismal Systems
MD15G1171600	ko05418	Fluid shear stress and atherosclerosis	Human Diseases
MD15G1171600	ko05410	Hypertrophic cardiomyopathy (HCM)	Human Diseases
MD15G1171600	ko04932	Non-alcoholic fatty liver disease (NAFLD)	Human Diseases
MD15G1171600	ko04931	Insulin resistance	Human Diseases
MD15G1171800	ko04016	MAPK signaling pathway - plant	Environmental Information Processing
MD15G1171800	ko04075	Plant hormone signal transduction	Environmental Information Processing
MD15G1172100	ko03010	Ribosome	Genetic Information Processing
MD15G1172300	ko00564	Glycerophospholipid metabolism	Metabolism
MD15G1172300	ko00565	Ether lipid metabolism	Metabolism
MD15G1172300	ko04014	Ras signaling pathway	Environmental Information Processing
MD15G1172300	ko04072	Phospholipase D signaling pathway	Environmental Information Processing
MD15G1172300	ko04071	Sphingolipid signaling pathway	Environmental Information Processing
MD15G1172300	ko04024	cAMP signaling pathway	Environmental Information Processing
MD15G1172300	ko04144	Endocytosis	Cellular Processes
MD15G1172300	ko04666	Fc gamma R-mediated phagocytosis	Organismal Systems
MD15G1172300	ko04912	GnRH signaling pathway	Organismal Systems
MD15G1172300	ko04928	Parathyroid hormone synthesis, secretion and action	Organismal Systems
MD15G1172300	ko04724	Glutamatergic synapse	Organismal Systems
MD15G1172300	ko05231	Choline metabolism in cancer	Human Diseases
MD15G1172800	ko00940	Phenylpropanoid biosynthesis	Metabolism
MD15G1173000	ko00860	Porphyrin and chlorophyll metabolism	Metabolism
MD15G1173000	ko04066	HIF-1 signaling pathway	Environmental Information Processing
MD15G1173000	ko04216	Ferroptosis	Cellular Processes
MD15G1173000	ko04978	Mineral absorption	Organismal Systems
MD15G1173000	ko05200	Pathways in cancer	Human Diseases
MD15G1173000	ko05206	MicroRNAs in cancer	Human Diseases
MD15G1173000	ko05225	Hepatocellular carcinoma	Human Diseases
MD15G1173000	ko05418	Fluid shear stress and atherosclerosis	Human Diseases
MD15G1173500	ko00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	Metabolism
MD15G1173500	ko00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	Metabolism
MD15G1174500	ko03040	Spliceosome	Genetic Information Processing
MD15G1174500	ko03008	Ribosome biogenesis in eukaryotes	Genetic Information Processing
MD15G1174600	ko03060	Protein export	Genetic Information Processing
MD15G1174700	ko04141	Protein processing in endoplasmic reticulum	Genetic Information Processing
MD15G1175000	ko04622	RIG-I-like receptor signaling pathway	Organismal Systems
MD15G1175000	ko05203	Viral carcinogenesis	Human Diseases
MD15G1175000	ko05161	Hepatitis B	Human Diseases
MD15G1175200	ko03010	Ribosome	Genetic Information Processing
MD15G1175300	ko00564	Glycerophospholipid metabolism	Metabolism
MD15G1175600	ko04919	Thyroid hormone signaling pathway	Organismal Systems
MD15G1175700	ko00760	Nicotinate and nicotinamide metabolism	Metabolism
MD15G1175700	ko04146	Peroxisome	Cellular Processes
MD15G1177000	ko00564	Glycerophospholipid metabolism	Metabolism
MD15G1177100	ko00564	Glycerophospholipid metabolism	Metabolism
